Film,LAND,
0140539,United Kingdom,1
0140563,Austria,1
0140571,Austria,1
0140591,Germany,1
0140659,Bundesrepublik Deutschland (bis 1990),1
0140680,Hungary,1
0140693,Switzerland,1
0140738,United States,1
0140846,United States,1
0140892,France,1
0140971,United Kingdom,1
0141119,East Germany,1
0141499,East Germany,1
0141539,United Kingdom,1
0141543,United States,1
0141576,Germany,1
0141628,East Germany,1
0141629,Bundesrepublik Deutschland (bis 1990),1
0141641,France,1
0141645,Germany,1
0141666,France,1
0141671,France,1
0141711,France,1
0141914,Bundesrepublik Deutschland (bis 1990),1
0142064,Poland,1
0142159,France,1
0142206,Hungary,1
0142339,Germany,1
0142412,France,1
0142969,France,1
0143321,France,1
0143764,France,1
0143818,France,1
0143825,France,1
0143884,Switzerland,1
0143894,France,1
0143975,France,1
0144050,Germany,1
0144147,East Germany,1
0144177,Argentina,1
0144857,United States,1
0144891,Hungary,1
0145024,Bundesrepublik Deutschland (bis 1990),1
0145028,United States,1
0145425,East Germany,1
0145572,Germany,1
0145622,United States,1
0145638,United States,1
0145708,United Kingdom,1
0145767,Germany,1
0145817,Hungary,1
0145846,United Kingdom,1
0145906,United Kingdom,1
0145909,Germany,1
0145953,United Kingdom,1
0146273,Austria,1
0146327,Germany,1
0146797,United Kingdom,1
0147557,United Kingdom,1
0147629,United States,1
0148362,United States,1
0148662,United Kingdom,1
0149398,United Kingdom,1
0149449,Austria,1
0149523,United States,1
0149588,Czechoslovakia,1
0149606,France,1
0149682,Poland,1
0150156,Poland,1
0150407,Czechoslovakia,1
0150688,Bundesrepublik Deutschland (bis 1990),1
0150874,United Kingdom,1
0151035,Soviet Union,1
0151260,Czechoslovakia,1
0151267,Poland,1
0151273,Austria,1
0151423,France,1
0151530,Switzerland,1
0151548,Israel,1
0151573,United States,1
0151707,Czechoslovakia,1
0152086,Poland,1
0152186,United States,1
0152296,Bundesrepublik Deutschland (bis 1990),1
0152297,Italy,1
0152370,Poland,1
0152482,Czechoslovakia,1
0152589,United Kingdom,1
0152714,Czechoslovakia,1
0152844,Germany,1
0153455,Germany,1
0153600,France,1
0153666,United Kingdom,1
0153816,United States,1
0154123,France,1
0154213,Bundesrepublik Deutschland (bis 1990),1
0154435,France,1
0154461,France,1
0154867,France,1
0154951,Germany,1
0154961,France,1
0155117,France,1
0155152,Germany,1
0155158,France,1
0155345,France,1
0155612,France,1
0155784,Germany,1
0155785,Germany,1
0155786,Germany,1
0156305,Germany,1
0156394,Germany,1
0156516,Germany,1
0156524,Germany,1
0156560,Germany,1
0156565,Germany,1
0156566,Germany,1
0156573,Germany,1
0156582,France,1
0156590,Germany,1
0156600,Germany,1
0156619,Germany,1
0156620,Germany,1
0157009,Germany,1
0157091,Germany,1
0157105,United States,1
0157157,Germany,1
0157166,Germany,1
0157325,Germany,1
0157384,Germany,1
0157409,Germany,1
0157614,France,1
0157617,Germany,1
0157674,Germany,1
0157690,Germany,1
0157789,Germany,1
0157853,France,1
0157869,France,1
0157888,Germany,1
0157902,Germany,1
0157909,Germany,1
0157930,Germany,1
0157931,Germany,1
0158021,Germany,1
0158052,Germany,1
0158054,Germany,1
0158067,France,1
0158189,Germany,1
0158191,Germany,1
0158198,Germany,1
0158245,Brazil,1
0158283,Germany,1
0158301,Germany,1
0158304,France,1
0158318,Germany,1
0158321,France,1
0158326,Germany,1
0158362,Germany,1
0158368,Germany,1
0158410,United Kingdom,1
0158413,United States,1
0158603,France,1
0158760,France,1
0158817,France,1
0158921,France,1
0159057,Germany,1
0159064,Germany,1
0159067,Germany,1
0159068,Germany,1
0159074,Germany,1
0159089,United Kingdom,1
0159092,Germany,1
0159167,United Kingdom,1
0159169,United Kingdom,1
0159178,United Kingdom,1
0159180,United Kingdom,1
0159187,United Kingdom,1
0159194,United Kingdom,1
0159200,United Kingdom,1
0159201,Canada,1
0159224,United Kingdom,1
0159588,France,1
0159665,France,1
0159777,Germany,1
0159852,United Kingdom,1
0159861,United Kingdom,1
0159863,United Kingdom,1
0159869,United Kingdom,1
0159870,United Kingdom,1
0159884,United Kingdom,1
0159898,United Kingdom,1
0159904,United Kingdom,1
0159927,United Kingdom,1
0160028,Belgium,1
0160336,United Kingdom,1
0160654,Germany,1
0160698,Germany,1
0160699,France,1
0160772,Germany,1
0160778,Germany,1
0160787,France,1
0160790,France,1
0160807,Germany,1
0160828,France,1
0160830,France,1
0161005,France,1
0161014,France,1
0161126,United Kingdom,1
0161193,United Kingdom,1
0161804,France,1
0161836,France,1
0161873,Germany,1
0162113,United Kingdom,1
0162114,United Kingdom,1
0162119,United Kingdom,1
0162804,Bundesrepublik Deutschland (bis 1990),1
0163002,United Kingdom,1
0163440,United Kingdom,1
0163447,Austria,1
0163461,Bundesrepublik Deutschland (bis 1990),1
0163466,United Kingdom,1
0163484,United Kingdom,1
0163614,Germany,1
0163630,Germany,1
0163702,Germany,1
0163710,Germany,1
0163713,Germany,1
0163797,Soviet Union,1
0163933,United Kingdom,1
0164037,United Kingdom,1
0164062,Israel,1
0164247,United Kingdom,1
0164287,United Kingdom,1
0164295,United Kingdom,1
0164695,Germany,1
0164834,Hungary,1
0164899,Germany,1
0164967,Bundesrepublik Deutschland (bis 1990),1
0165042,United States,1
0165049,United Kingdom,1
0165094,Germany,1
0165095,France,1
0165131,Germany,1
0165276,Germany,1
0165311,Germany,1
0165335,Germany,1
0165378,France,1
0165395,Czechoslovakia,1
0165399,Germany,1
0165519,Czechoslovakia,1
0165523,Czechoslovakia,1
0165540,Germany,1
0165542,Bundesrepublik Deutschland (bis 1990),1
0165556,Austria,1
0165558,Germany,1
0165593,United Kingdom,1
0165614,United Kingdom,1
0165659,Czechoslovakia,1
0165823,Germany,1
0165827,Germany,1
0165852,Germany,1
0165875,Czechoslovakia,1
0166010,Czechoslovakia,1
0166036,France,1
0166229,Czechoslovakia,1
0166258,Czechoslovakia,1
0166259,France,1
0166289,France,1
0166293,Czechoslovakia,1
0166414,United Kingdom,1
0166467,United States,1
0166492,Czechoslovakia,1
0166534,Czechoslovakia,1
0166563,Czechoslovakia,1
0166587,Czechoslovakia,1
0166617,United Kingdom,1
0166628,Czechoslovakia,1
0166677,Czechoslovakia,1
0166679,Czechoslovakia,1
0166722,Czechoslovakia,1
0166723,Czechoslovakia,1
0166726,Czechoslovakia,1
0166769,Czechoslovakia,1
0166799,Czechoslovakia,1
0166830,Czechoslovakia,1
0166889,Czechoslovakia,1
0166891,Czechoslovakia,1
0166909,France,1
0167037,United States,1
0167181,United Kingdom,1
0167633,France,1
0167655,France,1
0168050,France,1
0168105,United Kingdom,1
0168190,United Kingdom,1
0168336,Germany,1
0168902,Czechoslovakia,1
0168906,Czechoslovakia,1
0168948,Czechoslovakia,1
0169004,Czechoslovakia,1
0169079,Czechoslovakia,1
0169100,Czechoslovakia,1
0169154,Czechoslovakia,1
0169200,Czechoslovakia,1
0169282,Czechoslovakia,1
0169484,Bundesrepublik Deutschland (bis 1990),1
0169586,Czechoslovakia,1
0169735,France,1
0169760,Czechoslovakia,1
0169769,France,1
0169834,Italy,1
0169889,East Germany,1
0169924,France,1
0169939,France,1
0169963,France,1
0169978,Germany,1
0170026,Germany,1
0170068,Germany,1
0170108,France,1
0170151,Germany,1
0170167,Germany,1
0170179,France,1
0170221,France,1
0170337,France,1
0170436,Czechoslovakia,1
0170478,Soviet Union,1
0170849,Czechoslovakia,1
0170859,France,1
0170861,Germany,1
0170914,Austria,1
0170916,France,1
0170970,France,1
0170985,Bundesrepublik Deutschland (bis 1990),1
0171088,East Germany,1
0171147,France,1
0171157,Italy,1
0171178,Germany,1
0171196,Germany,1
0171244,East Germany,1
0171335,East Germany,1
0171639,East Germany,1
0171654,East Germany,1
0171702,Czechoslovakia,1
0171775,Austria,1
0171834,East Germany,1
0171917,East Germany,1
0171982,United States,1
0172257,France,1
0172516,Germany,1
0172567,France,1
0172634,East Germany,1
0172738,East Germany,1
0172871,East Germany,1
0173055,Germany,1
0173152,United States,1
0173181,United States,1
0173199,East Germany,1
0173307,East Germany,1
0173314,East Germany,1
0173420,Romania,1
0173446,United States,1
0173449,Germany,1
0173591,United Kingdom,1
0173795,Austria,1
0173839,Germany,1
0173918,Germany,1
0174013,United States,1
0174252,United States,1
0174369,Czechoslovakia,1
0174403,Bundesrepublik Deutschland (bis 1990),1
0174411,Switzerland,1
0174449,East Germany,1
0174897,East Germany,1
0175030,Bundesrepublik Deutschland (bis 1990),1
0175070,Soviet Union,1
0175168,East Germany,1
0175187,East Germany,1
0175331,East Germany,1
0175350,East Germany,1
0175351,Germany,1
0175498,Germany,1
0175502,France,1
0175598,Argentina,1
0176049,Argentina,1
0176281,Czechoslovakia,1
0176284,Czechoslovakia,1
0176428,Germany,1
0176429,Germany,1
0176670,Germany,1
0176714,Germany,1
0176733,Germany,1
0176749,Germany,1
0176775,Germany,1
0176827,Germany,1
0176872,Germany,1
0176901,Germany,1
0177024,Bundesrepublik Deutschland (bis 1990),1
0177030,Germany,1
0177031,Germany,1
0177051,Germany,1
0177104,Germany,1
0177278,Germany,1
0177335,Germany,1
0177336,Germany,1
0177355,Germany,1
0177370,Germany,1
0177913,Germany,1
0177920,United Kingdom,1
0177929,France,1
0178061,United Kingdom,1
0178645,United Kingdom,1
0178695,Argentina,1
0178875,Argentina,1
0178911,United Kingdom,1
0178991,United States,1
0179093,France,1
0179094,Germany,1
0179096,France,1
0179492,France,1
0179523,Germany,1
0179586,United Kingdom,1
0179811,Germany,1
0179815,Germany,1
0180349,United Kingdom,1
0180385,East Germany,1
0180594,Argentina,1
0180684,Argentina,1
0180797,Bundesrepublik Deutschland (bis 1990),1
0180893,Sweden,1
0180982,Bundesrepublik Deutschland (bis 1990),1
0181220,Bundesrepublik Deutschland (bis 1990),1
0181258,Bundesrepublik Deutschland (bis 1990),1
0181272,Argentina,1
0181777,Germany,1
0181909,Czechoslovakia,1
0181957,United States,1
0182529,Germany,1
0183547,Czechoslovakia,1
0183939,Germany,1
0184402,Germany,1
0184483,France,1
0184789,Argentina,1
0185195,Germany,1
0185365,United States,1
0185571,France,1
0185797,United States,1
0185836,Argentina,1
0186195,East Germany,1
0186876,United States,1
0186968,United Kingdom,1
0187001,East Germany,1
0187005,Mexico,1
0187416,Czechoslovakia,1
0187442,Germany,1
0187669,United States,1
0188020,Bundesrepublik Deutschland (bis 1990),1
0188253,France,1
0188323,United States,1
0188362,United States,1
0188389,France,1
0188432,France,1
0189374,Argentina,1
0189398,Germany,1
0189438,Argentina,1
0189480,Germany,1
0189502,Germany,1
0189516,Germany,1
0189521,Germany,1
0189532,East Germany,1
0189540,Germany,1
0189566,Germany,1
0189573,Germany,1
0189595,Germany,1
0189716,Germany,1
0189731,East Germany,1
0189784,Germany,1
0189843,Germany,1
0189915,Germany,1
0189917,Germany,1
0189967,Germany,1
0189970,Germany,1
0190003,Germany,1
0190049,Germany,1
0190119,Bundesrepublik Deutschland (bis 1990),1
0190132,Germany,1
0190141,Germany,1
0190161,Germany,1
0190164,Germany,1
0190181,United Kingdom,1
0190441,Germany,1
0190690,Brazil,1
0190947,Germany,1
0190964,France,1
0191124,France,1
0191153,Switzerland,1
0191182,Bundesrepublik Deutschland (bis 1990),1
0191266,France,1
0191421,Bundesrepublik Deutschland (bis 1990),1
0191479,Germany,1
0191616,France,1
0191670,France,1
0191690,United States,1
0191993,France,1
0192329,France,1
0192376,Argentina,1
0192933,United Kingdom,1
0193101,France,1
0193158,Argentina,1
0193607,Germany,1
0193721,France,1
0193758,Germany,1
0193802,Argentina,1
0193833,France,1
0193873,France,1
0194016,Argentina,1
0194113,United Kingdom,1
0194158,France,1
0194197,Germany,1
0194212,France,1
0194225,Argentina,1
0194375,Argentina,1
0194405,Argentina,1
0194407,Germany,1
0194548,East Germany,1
0194645,Austria,1
0194660,France,1
0194672,France,1
0194694,France,1
0194749,United Kingdom,1
0194783,Austria,1
0194830,United States,1
0194902,Austria,1
0194929,Austria,1
0194937,Austria,1
0194938,Germany,1
0195018,Austria,1
0195057,Switzerland,1
0195112,Austria,1
0195139,Austria,1
0195140,Austria,1
0195283,Soviet Union,1
0195311,Austria,1
0195330,Austria,1
0195348,Austria,1
0195382,Austria,1
0195535,Austria,1
0195548,France,1
0195616,United States,1
0195651,Austria,1
0195658,United States,1
0195671,Austria,1
0195690,Austria,1
0195725,Austria,1
0195727,Austria,1
0195742,Austria,1
0195823,Austria,1
0195854,Austria,1
0195866,Austria,1
0195872,Austria,1
0195910,Austria,1
0195917,Austria,1
0195921,Austria,1
0196060,Austria,1
0196075,Austria,1
0196081,Austria,1
0196083,Austria,1
0196108,Austria,1
0196117,Bundesrepublik Deutschland (bis 1990),1
0196177,Austria,1
0196184,Austria,1
0196193,France,1
0196226,Austria,1
0196546,Brazil,1
0196611,Austria,1
0197093,Austria,1
0197132,France,1
0197479,France,1
0197612,France,1
0197622,Bundesrepublik Deutschland (bis 1990),1
0197656,France,1
0197678,Germany,1
0197692,Germany,1
0197831,France,1
0197941,Austria,1
0198015,Germany,1
0198016,Germany,1
0198018,Germany,1
0198030,Germany,1
0198312,Germany,1
0198318,Germany,1
0198629,United Kingdom,1
0198811,Soviet Union,1
0199014,United Kingdom,1
0199093,Germany,1
0199111,France,1
0199184,United Kingdom,1
0199343,Germany,1
0199400,Germany,1
0199407,Argentina,1
0199419,Argentina,1
0199519,France,1
0199531,Germany,1
0199671,Germany,1
0199721,Argentina,1
0199736,Germany,1
0199879,Germany,1
0199971,France,1
0200006,Argentina,1
0200078,Germany,1
0200358,United Kingdom,1
0200375,United Kingdom,1
0200379,United Kingdom,1
0200560,Argentina,1
0200905,Finland,1
0201174,Austria,1
0201201,Netherlands,1
0201263,Argentina,1
0201452,France,1
0201516,Austria,1
0201887,France,1
0202012,Argentina,1
0202061,France,1
0202179,United States,1
0202224,France,1
0202290,Germany,1
0202369,Greece,1
0202385,United Kingdom,1
0202466,Austria,1
0202520,France,1
0202678,United Kingdom,1
0202859,Germany,1
0203016,Czechoslovakia,1
0203251,United States,1
0203333,Germany,1
0203463,Germany,1
0203510,Mexico,1
0203748,Germany,1
0203843,Germany,1
0203951,Germany,1
0204017,Czechoslovakia,1
0204044,Germany,1
0204285,France,1
0204456,United Kingdom,1
0204481,France,1
0204549,Germany,1
0204589,United Kingdom,1
0204590,Germany,1
0204603,Germany,1
0204707,Germany,1
0204815,France,1
0204945,France,1
0205055,France,1
0205074,Germany,1
0205095,Bundesrepublik Deutschland (bis 1990),1
0205098,Germany,1
0205499,Germany,1
0205960,Austria,1
0206077,Germany,1
0206466,France,1
0206533,Germany,1
0206535,Germany,1
0206536,Czechoslovakia,1
0206671,France,1
0206727,Germany,1
0206761,Germany,1
0206969,Germany,1
0207022,Italy,1
0207129,Bundesrepublik Deutschland (bis 1990),1
0207147,Germany,1
0207151,France,1
0207159,Germany,1
0207438,Bundesrepublik Deutschland (bis 1990),1
0207532,France,1
0207794,Austria,1
0208028,Czechoslovakia,1
0208235,Poland,1
0208250,France,1
0208574,United States,1
0209001,France,1
0209036,United States,1
0209337,United States,1
0209346,United States,1
0209362,France,1
0209952,Mexico,1
0209959,Germany,1
0209960,Germany,1
0209997,France,1
0210026,United Kingdom,1
0210120,Germany,1
0210181,Germany,1
0210192,Germany,1
0210245,Germany,1
0210376,France,1
0210400,Germany,1
0210445,United Kingdom,1
0210520,Germany,1
0210731,Austria,1
0210792,Germany,1
0211241,Germany,1
0211418,United Kingdom,1
0211616,Germany,1
0211663,United Kingdom,1
0212164,United Kingdom,1
0212390,United States,1
0212669,Bundesrepublik Deutschland (bis 1990),1
0212698,United Kingdom,1
0212699,United Kingdom,1
0212954,Germany,1
0214364,Bundesrepublik Deutschland (bis 1990),1
0214712,United Kingdom,1
0215281,France,1
0215598,United States,1
0216950,France,1
0217129,Czechoslovakia,1
0217207,Bundesrepublik Deutschland (bis 1990),1
0217526,Austria,1
0217595,Czechoslovakia,1
0217631,Czechoslovakia,1
0217763,East Germany,1
0217803,Czechoslovakia,1
0218199,Switzerland,1
0218214,Germany,1
0218349,Germany,1
0218848,United Kingdom,1
0218969,United Kingdom,1
0218973,France,1
0219070,France,1
0219108,Germany,1
0219557,Germany,1
0219781,Mexico,1
0219849,East Germany,1
0219860,Austria,1
0219866,Bundesrepublik Deutschland (bis 1990),1
0220119,France,1
0220134,United Kingdom,1
0220370,United States,1
0220456,France,1
0220523,Czechoslovakia,1
0220750,United Kingdom,1
0221033,Germany,1
0221316,Bundesrepublik Deutschland (bis 1990),1
0221875,Germany,1
0221992,Austria,1
0222102,Germany,1
0222475,France,1
0223377,Bundesrepublik Deutschland (bis 1990),1
0224378,Bundesrepublik Deutschland (bis 1990),1
0224435,Germany,1
0224602,Mexico,1
0225471,Bundesrepublik Deutschland (bis 1990),1
0225816,Germany,1
0226455,Germany,1
0226510,France,1
0226911,Germany,1
0227305,Germany,1
0227425,Germany,1
0227428,Austria,1
0227441,Germany,1
0227607,Germany,1
0227723,Germany,1
0227862,Germany,1
0228074,Austria,1
0228081,Germany,1
0228185,Austria,1
0228215,Germany,1
0228269,Germany,1
0228547,Bundesrepublik Deutschland (bis 1990),1
0229532,Germany,1
0229543,Germany,1
0229574,United Kingdom,1
0229781,Germany,1
0229868,Germany,1
0229940,East Germany,1
0230159,East Germany,1
0230192,East Germany,1
0230218,East Germany,1
0230273,East Germany,1
0230289,East Germany,1
0230320,East Germany,1
0230349,East Germany,1
0230362,East Germany,1
0230427,East Germany,1
0230451,East Germany,1
0230528,East Germany,1
0230550,East Germany,1
0230581,East Germany,1
0230665,East Germany,1
0230738,East Germany,1
0230742,East Germany,1
0230754,East Germany,1
0230821,East Germany,1
0230855,Germany,1
0230875,East Germany,1
0230892,East Germany,1
0230909,United States,1
0231002,East Germany,1
0231293,Austria,1
0231499,Germany,1
0231598,East Germany,1
0231805,United States,1
0232049,Germany,1
0232146,East Germany,1
0232767,East Germany,1
0232870,East Germany,1
0232917,Czechoslovakia,1
0232997,Germany,1
0233069,United Kingdom,1
0233386,Germany,1
0233784,East Germany,1
0234049,Czechoslovakia,1
0234098,Bundesrepublik Deutschland (bis 1990),1
0234282,Mexico,1
0234299,Germany,1
0234357,France,1
0234821,Czechoslovakia,1
0235024,Austria,1
0235100,East Germany,1
0235101,East Germany,1
0235370,Germany,1
0235498,Mexico,1
0235533,Germany,1
0235537,United Kingdom,1
0236147,United States,1
0236229,France,1
0236265,Argentina,1
0236269,Germany,1
0236392,Austria,1
0236427,Austria,1
0236428,Czechoslovakia,1
0236526,Bundesrepublik Deutschland (bis 1990),1
0236569,Brazil,1
0236713,Bundesrepublik Deutschland (bis 1990),1
0236714,East Germany,1
0236718,Bundesrepublik Deutschland (bis 1990),1
0236719,Bundesrepublik Deutschland (bis 1990),1
0236809,Brazil,1
0236902,Bundesrepublik Deutschland (bis 1990),1
0236983,East Germany,1
0237592,Austria,1
0237797,Bundesrepublik Deutschland (bis 1990),1
0238022,France,1
0238158,France,1
0238198,Germany,1
0238224,Germany,1
0238379,Bundesrepublik Deutschland (bis 1990),1
0238394,Bundesrepublik Deutschland (bis 1990),1
0238646,Germany,1
0238671,France,1
0238676,Germany,1
0238679,Germany,1
0238702,Bundesrepublik Deutschland (bis 1990),1
0238715,Germany,1
0239013,Germany,1
0239532,Germany,1
0239561,Germany,1
0239639,Austria,1
0240118,Germany,1
0240172,Germany,1
0240262,United Kingdom,1
0240303,Bundesrepublik Deutschland (bis 1990),1
0240398,Germany,1
0240464,Hungary,1
0240512,United States,1
0240650,Austria,1
0240728,Hungary,1
0240858,Hungary,1
0241030,Germany,1
0241332,Hungary,1
0241412,Hungary,1
0241444,Germany,1
0241475,Germany,1
0241510,Germany,1
0241552,Hungary,1
0241610,Hungary,1
0241627,Bundesrepublik Deutschland (bis 1990),1
0241637,Hungary,1
0241641,Austria,1
0241664,Hungary,1
0241694,Hungary,1
0241731,Hungary,1
0242003,Germany,1
0242076,Hungary,1
0242159,Bundesrepublik Deutschland (bis 1990),1
0242169,Hungary,1
0242181,Hungary,1
0242203,Bundesrepublik Deutschland (bis 1990),1
0242211,Bundesrepublik Deutschland (bis 1990),1
0242242,Bundesrepublik Deutschland (bis 1990),1
0242273,Czechoslovakia,1
0242275,Mexico,1
0242495,Bundesrepublik Deutschland (bis 1990),1
0242520,Germany,1
0242537,Germany,1
0242574,Bundesrepublik Deutschland (bis 1990),1
0242943,East Germany,1
0243191,Germany,1
0243271,Czechoslovakia,1
0243313,Hungary,1
0243644,Austria,1
0243701,Australia,1
0244280,United Kingdom,1
0244530,Germany,1
0244586,Germany,1
0244696,Hungary,1
0244779,Germany,1
0244880,Poland,1
0244886,Poland,1
0245124,Austria,1
0245162,Austria,1
0245376,Czechoslovakia,1
0246056,Sweden,1
0247485,Germany,1
0247669,Germany,1
0247751,United Kingdom,1
0248116,Czechoslovakia,1
0248177,Czechoslovakia,1
0248313,Czechoslovakia,1
0248329,Czechoslovakia,1
0248622,Czechoslovakia,1
0248745,Germany,1
0248775,Germany,1
0248809,Germany,1
0248816,Germany,1
0248938,Austria,1
0248996,Bundesrepublik Deutschland (bis 1990),1
0249040,Germany,1
0249102,Germany,1
0249112,Germany,1
0249118,Germany,1
0249140,Germany,1
0249143,Germany,1
0249193,Germany,1
0249214,Germany,1
0249368,Germany,1
0249536,Germany,1
0249579,Germany,1
0249580,Germany,1
0249601,Bundesrepublik Deutschland (bis 1990),1
0249614,Czechoslovakia,1
0249713,Germany,1
0249823,Bundesrepublik Deutschland (bis 1990),1
0250044,Germany,1
0250053,Germany,1
0250093,Germany,1
0250167,United States,1
0250242,France,1
0250431,Germany,1
0250666,Czechoslovakia,1
0250856,United Kingdom,1
0250896,Canada,1
0250914,Canada,1
0250968,Germany,1
0250999,Germany,1
0251022,United Kingdom,1
0251154,Germany,1
0251177,Bundesrepublik Deutschland (bis 1990),1
0251646,Austria,1
0252452,France,1
0252459,Germany,1
0252522,Mexico,1
0252556,Germany,1
0252576,Germany,1
0252599,France,1
0252620,Germany,1
0252622,Germany,1
0252810,Germany,1
0253054,Czechoslovakia,1
0253069,Germany,1
0253073,Sweden,1
0253081,East Germany,1
0253120,Germany,1
0253214,Germany,1
0253273,Germany,1
0253424,United States,1
0253785,Germany,1
0253865,France,1
0253889,Germany,1
0254239,France,1
0254491,Italy,1
0254498,Germany,1
0254627,United Kingdom,1
0254827,France,1
0254897,United States,1
0255157,Germany,1
0255179,Germany,1
0255357,Germany,1
0255559,Germany,1
0255580,Germany,1
0255613,Germany,1
0256046,Germany,1
0256088,Germany,1
0256126,Germany,1
0256180,Germany,1
0256427,Germany,1
0256443,Bundesrepublik Deutschland (bis 1990),1
0256476,Germany,1
0257395,Germany,1
0257459,Brazil,1
0257682,Germany,1
0257731,Germany,1
0257734,Germany,1
0257749,Germany,1
0257754,Germany,1
0257840,Germany,1
0257904,Germany,1
0258131,Austria,1
0258132,Germany,1
0258231,Germany,1
0258287,Germany,1
0258307,Germany,1
0258448,United Kingdom,1
0258588,Germany,1
0258608,Germany,1
0258711,Austria,1
0259105,Germany,1
0259315,Germany,1
0259317,Germany,1
0259383,United Kingdom,1
0259434,Germany,1
0259751,Germany,1
0259792,United Kingdom,1
0260952,Germany,1
0261276,Germany,1
0261327,Germany,1
0261405,Germany,1
0261862,Brazil,1
0262166,Bundesrepublik Deutschland (bis 1990),1
0262206,Germany,1
0262269,Germany,1
0262377,Germany,1
0262399,Germany,1
0262413,Switzerland,1
0262422,Germany,1
0262433,Germany,1
0262479,France,1
0262518,Germany,1
0262582,Germany,1
0262661,Bundesrepublik Deutschland (bis 1990),1
0262713,Austria,1
0262797,Germany,1
0262853,Germany,1
0262854,Germany,1
0262894,Germany,1
0262934,Czechoslovakia,1
0263117,Germany,1
0263143,Germany,1
0263240,Germany,1
0263276,Czechoslovakia,1
0263343,Turkey,1
0263344,Germany,1
0263361,France,1
0263612,Germany,1
0263646,United Kingdom,1
0263651,Germany,1
0263673,Germany,1
0263798,Austria,1
0263972,Germany,1
0264047,Germany,1
0264070,Czechoslovakia,1
0264118,Bundesrepublik Deutschland (bis 1990),1
0264166,Germany,1
0264286,United Kingdom,1
0264725,United Kingdom,1
0265159,Germany,1
0265216,Canada,1
0265575,United Kingdom,1
0267198,Bundesrepublik Deutschland (bis 1990),1
0267216,United States,1
0267223,United States,1
0267267,United Kingdom,1
0268112,Czechoslovakia,1
0268284,France,1
0270200,Czechoslovakia,1
0270806,Germany,1
0270948,Bundesrepublik Deutschland (bis 1990),1
0271104,Poland,1
0271164,Bundesrepublik Deutschland (bis 1990),1
0271244,Germany,1
0271255,Germany,1
0271280,United States,1
0271513,Germany,1
0271666,Germany,1
0271755,Germany,1
0272268,Austria,1
0272295,Germany,1
0272636,Germany,1
0272729,United Kingdom,1
0272913,East Germany,1
0272918,Bundesrepublik Deutschland (bis 1990),1
0272941,Germany,1
0273102,Germany,1
0273174,Germany,1
0273234,Germany,1
0273309,Germany,1
0273347,Bundesrepublik Deutschland (bis 1990),1
0273443,Bundesrepublik Deutschland (bis 1990),1
0274487,Bundesrepublik Deutschland (bis 1990),1
0274597,Bundesrepublik Deutschland (bis 1990),1
0274598,Germany,1
0275161,Germany,1
0275197,Bundesrepublik Deutschland (bis 1990),1
0275310,United States,1
0275422,Germany,1
0275435,Germany,1
0275456,Germany,1
0275471,Germany,1
0275547,Germany,1
0275557,Germany,1
0275660,Germany,1
0275703,Germany,1
0275715,Germany,1
0275737,Germany,1
0275788,Germany,1
0275822,France,1
0276139,Germany,1
0276209,Germany,1
0276344,United States,1
0277994,Germany,1
0279134,Bundesrepublik Deutschland (bis 1990),1
0280302,France,1
0280476,Germany,1
0280628,Germany,1
0280761,Germany,1
0280866,Germany,1
0281139,Germany,1
0281143,Norway,1
0281593,Bundesrepublik Deutschland (bis 1990),1
0281723,Brazil,1
0281879,Poland,1
0282170,Czechoslovakia,1
0282196,Austria,1
0282467,Czechoslovakia,1
0282560,Switzerland,1
0282639,Czechoslovakia,1
0282685,Czechoslovakia,1
0282735,Czechoslovakia,1
0282747,Czechoslovakia,1
0282821,Poland,1
0282855,Czechoslovakia,1
0282873,Czechoslovakia,1
0282916,France,1
0283074,Czechoslovakia,1
0283435,Czechoslovakia,1
0284130,Germany,1
0284174,Bundesrepublik Deutschland (bis 1990),1
0284887,Bundesrepublik Deutschland (bis 1990),1
0284990,Poland,1
0286524,Germany,1
0286657,Bundesrepublik Deutschland (bis 1990),1
0286684,Germany,1
0286685,Germany,1
0286686,Germany,1
0286687,Germany,1
0286688,Germany,1
0286689,Germany,1
0286690,Germany,1
0287263,United States,1
0288557,Germany,1
0289557,United Kingdom,1
0289741,France,1
0289896,Argentina,1
0290247,East Germany,1
0290324,France,1
0292617,Germany,1
0292741,United Kingdom,1
0292941,Germany,1
0293163,Germany,1
0293862,East Germany,1
0294352,Bundesrepublik Deutschland (bis 1990),1
0294422,United Kingdom,1
0295019,Germany,1
0295163,France,1
0295344,Germany,1
0295487,Austria,1
0295646,Czechoslovakia,1
0296053,Germany,1
0296292,Germany,1
0296323,United Kingdom,1
0296465,Bundesrepublik Deutschland (bis 1990),1
0296756,United Kingdom,1
0296968,Bundesrepublik Deutschland (bis 1990),1
0297172,Germany,1
0297485,East Germany,1
0297626,United Kingdom,1
0297696,Sweden,1
0298065,Belgium,1
0298098,Czechoslovakia,1
0298099,Czechoslovakia,1
0298164,Sweden,1
0298174,Sweden,1
0298213,Sweden,1
0298390,United States,1
0298665,United Kingdom,1
0298846,Bundesrepublik Deutschland (bis 1990),1
0299199,Czechoslovakia,1
0299480,Germany,1
0299800,Germany,1
0299974,Bundesrepublik Deutschland (bis 1990),1
0300178,Bundesrepublik Deutschland (bis 1990),1
0300188,Bundesrepublik Deutschland (bis 1990),1
