Film,LAND,
2086844,Austria,1
2104894,Germany,1
21100412,Bundesrepublik Deutschland (bis 1990),1
21280296,East Germany,1
2147712,United Kingdom,1
2148907,Bundesrepublik Deutschland (bis 1990),1
2155413,Bundesrepublik Deutschland (bis 1990),1
2176896,Bundesrepublik Deutschland (bis 1990),1
2199914,United States,1
2275495,East Germany,1
2290265,Bundesrepublik Deutschland (bis 1990),1
2320592,Germany,1
2321566,Germany,1
2344837,United Kingdom,1
2380776,United States,1
2393846,East Germany,1
2396700,East Germany,1
2397072,Germany,1
2398668,East Germany,1
2504468,East Germany,1
2504492,East Germany,1
2506346,East Germany,1
2513418,East Germany,1
2513566,East Germany,1
2515726,East Germany,1
2522532,East Germany,1
2522656,East Germany,1
2524366,East Germany,1
2524490,East Germany,1
2526378,East Germany,1
2535552,Brazil,1
2538766,East Germany,1
2542422,East Germany,1
2553996,East Germany,1
2554046,East Germany,1
2581892,East Germany,1
2582018,East Germany,1
2591584,France,1
2606620,East Germany,1
2608646,East Germany,1
2618192,United Kingdom,1
2618290,East Germany,1
2645074,East Germany,1
2645094,East Germany,1
2663534,United Kingdom,1
2679622,East Germany,1
2789164,Bundesrepublik Deutschland (bis 1990),1
2814376,Bundesrepublik Deutschland (bis 1990),1
2852160,Bundesrepublik Deutschland (bis 1990),1
2857334,France,1
2864932,Bundesrepublik Deutschland (bis 1990),1
2892368,Bundesrepublik Deutschland (bis 1990),1
2934854,Bundesrepublik Deutschland (bis 1990),1
2947490,Bundesrepublik Deutschland (bis 1990),1
2948700,Bundesrepublik Deutschland (bis 1990),1
2981496,United Kingdom,1
2994900,East Germany,1
3009346,Germany,1
3036868,Bundesrepublik Deutschland (bis 1990),1
3054200,Soviet Union,1
3084100,Germany,1
3226530,United Kingdom,1
3262334,East Germany,1
3327554,France,1
3335532,France,1
3373198,Bundesrepublik Deutschland (bis 1990),1
3391758,United Kingdom,1
3424766,Germany,1
3610246,Bundesrepublik Deutschland (bis 1990),1
3630100,Bundesrepublik Deutschland (bis 1990),1
3649306,Bundesrepublik Deutschland (bis 1990),1
3656128,Bundesrepublik Deutschland (bis 1990),1
3674626,Bundesrepublik Deutschland (bis 1990),1
3680042,Bundesrepublik Deutschland (bis 1990),1
3711574,Bundesrepublik Deutschland (bis 1990),1
3761498,Bundesrepublik Deutschland (bis 1990),1
3776668,United States,1
3802304,Italy,1
3816146,Switzerland,1
3884218,Austria,1
3886536,Czechia,1
3909908,United States,1
4043294,United Kingdom,1
4057826,Bundesrepublik Deutschland (bis 1990),1
4059578,Bundesrepublik Deutschland (bis 1990),1
4062556,Bundesrepublik Deutschland (bis 1990),1
4076108,Bundesrepublik Deutschland (bis 1990),1
4122692,France,1
4173380,United Kingdom,1
4214454,Germany,1
4241036,Austria,1
4241058,Bundesrepublik Deutschland (bis 1990),1
4248850,Germany,1
4280482,United Kingdom,1
4280486,United Kingdom,1
4311932,Bundesrepublik Deutschland (bis 1990),1
4312016,Bundesrepublik Deutschland (bis 1990),1
4313576,Bundesrepublik Deutschland (bis 1990),1
4366048,Bundesrepublik Deutschland (bis 1990),1
4370438,United Kingdom,1
4373878,Austria,1
4379034,Bundesrepublik Deutschland (bis 1990),1
4389120,Bundesrepublik Deutschland (bis 1990),1
4421140,United Kingdom,1
4455700,Bundesrepublik Deutschland (bis 1990),1
4476708,Bundesrepublik Deutschland (bis 1990),1
4483672,Bundesrepublik Deutschland (bis 1990),1
4486094,Bundesrepublik Deutschland (bis 1990),1
4486214,United States,1
4522266,Bundesrepublik Deutschland (bis 1990),1
4522336,Bundesrepublik Deutschland (bis 1990),1
4525550,Bundesrepublik Deutschland (bis 1990),1
4531914,Bundesrepublik Deutschland (bis 1990),1
4532468,Bundesrepublik Deutschland (bis 1990),1
4534470,Bundesrepublik Deutschland (bis 1990),1
4549924,Bundesrepublik Deutschland (bis 1990),1
4557456,United Kingdom,1
4610316,Germany,1
4613326,Germany,1
4644940,Germany,1
4647684,Germany,1
4650952,Germany,1
4651120,Germany,1
4657798,United Kingdom,1
4666568,Germany,1
4674754,France,1
4695430,Germany,1
4695466,Germany,1
4697966,Germany,1
4700482,Germany,1
4750908,United Kingdom,1
4790818,United Kingdom,1
4795020,United Kingdom,1
4800484,Germany,1
4817074,United Kingdom,1
4831982,France,1
4834950,United Kingdom,1
4845090,Germany,1
4851500,Germany,1
4862678,Germany,1
4875648,France,1
4905726,Germany,1
4905910,Germany,1
4906066,Germany,1
4907362,Germany,1
4907372,Germany,1
4909566,United Kingdom,1
4915766,Germany,1
4926502,Germany,1
4957464,United Kingdom,1
4958560,France,1
4968826,Germany,1
5004504,United Kingdom,1
5011934,United Kingdom,1
5050762,Germany,1
5056306,Germany,1
5085224,Bundesrepublik Deutschland (bis 1990),1
5085316,Germany,1
5105954,Austria,1
5108490,Bundesrepublik Deutschland (bis 1990),1
5113180,Austria,1
5115690,United States,1
5119830,Bundesrepublik Deutschland (bis 1990),1
5134582,Germany,1
5166694,United Kingdom,1
5188474,United Kingdom,1
5197858,Austria,1
5208004,Bundesrepublik Deutschland (bis 1990),1
5224802,Bundesrepublik Deutschland (bis 1990),1
5236736,Bundesrepublik Deutschland (bis 1990),1
5270570,Bundesrepublik Deutschland (bis 1990),1
5299910,Germany,1
5300238,Soviet Union,1
5300244,Soviet Union,1
5303950,United Kingdom,1
5307286,United Kingdom,1
5335628,United Kingdom,1
5439824,Germany,1
5444548,United Kingdom,1
5476372,Bundesrepublik Deutschland (bis 1990),1
5494612,United States,1
5497918,Germany,1
5532112,Germany,1
5532192,Germany,1
5547260,Austria,1
5547918,Bundesrepublik Deutschland (bis 1990),1
5580398,Germany,1
5580838,Germany,1
5586450,Bundesrepublik Deutschland (bis 1990),1
5591622,Bundesrepublik Deutschland (bis 1990),1
5599044,Bundesrepublik Deutschland (bis 1990),1
5656264,Canada,1
5676324,Austria,1
5685012,Austria,1
5698862,Austria,1
5747560,Germany,1
5763904,Austria,1
5794530,Germany,1
5794816,Germany,1
5821230,Germany,1
5821246,Germany,1
5854194,Poland,1
5875342,Germany,1
5889938,Hungary,1
6045616,Bundesrepublik Deutschland (bis 1990),1
6073762,Hungary,1
6075582,Bundesrepublik Deutschland (bis 1990),1
6076238,Bundesrepublik Deutschland (bis 1990),1
6079914,Bundesrepublik Deutschland (bis 1990),1
6082492,Bundesrepublik Deutschland (bis 1990),1
6131780,Soviet Union,1
6153060,Bundesrepublik Deutschland (bis 1990),1
6167740,Bundesrepublik Deutschland (bis 1990),1
6182014,Germany,1
6200576,Bundesrepublik Deutschland (bis 1990),1
6201296,East Germany,1
6223522,Bundesrepublik Deutschland (bis 1990),1
6256632,United Kingdom,1
6260836,Germany,1
6273958,Germany,1
6274040,Germany,1
6274146,Germany,1
6274314,Germany,1
6274532,Germany,1
6278238,Germany,1
6278406,Germany,1
6278566,Germany,1
6279132,Germany,1
6279264,Germany,1
6279364,Germany,1
6279424,Germany,1
6279534,Germany,1
6279568,Germany,1
6279638,Germany,1
6279654,Germany,1
6279708,Germany,1
6279756,Germany,1
6293612,Switzerland,1
6337884,Germany,1
6337934,Germany,1
6338450,Germany,1
6340658,Germany,1
6340696,Germany,1
6345784,Germany,1
6350654,Germany,1
6350952,Germany,1
6351030,Germany,1
6351038,Germany,1
6352888,Germany,1
6361876,Germany,1
6362834,Germany,1
6362952,Germany,1
6363144,Germany,1
6363180,Germany,1
6367872,Austria,1
6372300,Germany,1
6372594,Germany,1
6379354,Germany,1
6469726,Austria,1
6488866,Bundesrepublik Deutschland (bis 1990),1
6493174,Bundesrepublik Deutschland (bis 1990),1
6504210,Austria,1
6580046,Bundesrepublik Deutschland (bis 1990),1
6595906,Austria,1
6614144,Bundesrepublik Deutschland (bis 1990),1
6640492,Bundesrepublik Deutschland (bis 1990),1
6707022,Bundesrepublik Deutschland (bis 1990),1
6732130,Bundesrepublik Deutschland (bis 1990),1
6745644,Bundesrepublik Deutschland (bis 1990),1
6764712,Bundesrepublik Deutschland (bis 1990),1
6795986,Bundesrepublik Deutschland (bis 1990),1
6796506,Austria,1
6897190,Bundesrepublik Deutschland (bis 1990),1
6917636,Bundesrepublik Deutschland (bis 1990),1
6940682,Austria,1
6945736,Germany,1
6962698,Bundesrepublik Deutschland (bis 1990),1
6993430,Bundesrepublik Deutschland (bis 1990),1
7014610,Bundesrepublik Deutschland (bis 1990),1
7090546,Germany,1
7092918,Germany,1
7121198,Germany,1
7125928,Germany,1
7199748,Bundesrepublik Deutschland (bis 1990),1
7255510,United States,1
7279166,Germany,1
7279172,Germany,1
7279182,Germany,1
7333298,Germany,1
7363142,Germany,1
7363364,Germany,1
7365404,Germany,1
7379944,Austria,1
7390610,Germany,1
7395224,Germany,1
7395314,Germany,1
7410166,Germany,1
7417004,Germany,1
7417070,Germany,1
7489788,Germany,1
7517212,Czechoslovakia,1
7548744,Switzerland,1
7579090,Germany,1
7581160,Germany,1
7590906,United Kingdom,1
7700454,Austria,1
7730080,Bundesrepublik Deutschland (bis 1990),1
7736088,France,1
7768020,Germany,1
7775082,Germany,1
7783696,Germany,1
7787778,Germany,1
7789336,Germany,1
7800094,Germany,1
7820580,Switzerland,1
7871298,Germany,1
7939934,Germany,1
8006462,Germany,1
8006536,Germany,1
8070414,France,1
8094230,Bundesrepublik Deutschland (bis 1990),1
8291484,Germany,1
8331746,Germany,1
8336994,Germany,1
8337228,East Germany,1
8462188,Bundesrepublik Deutschland (bis 1990),1
8476032,Germany,1
8542090,Switzerland,1
8589118,Bundesrepublik Deutschland (bis 1990),1
8592016,Bundesrepublik Deutschland (bis 1990),1
8696312,Bundesrepublik Deutschland (bis 1990),1
8699194,Bundesrepublik Deutschland (bis 1990),1
8706762,Bundesrepublik Deutschland (bis 1990),1
8723938,Switzerland,1
8837902,Switzerland,1
8900944,Germany,1
8934260,Bundesrepublik Deutschland (bis 1990),1
8972548,Bundesrepublik Deutschland (bis 1990),1
9006468,France,1
9012674,Bundesrepublik Deutschland (bis 1990),1
9013966,Bundesrepublik Deutschland (bis 1990),1
9023024,Germany,1
9044692,Germany,1
9060246,Bundesrepublik Deutschland (bis 1990),1
9061708,Austria,1
9126192,Bundesrepublik Deutschland (bis 1990),1
9136340,Bundesrepublik Deutschland (bis 1990),1
9148444,Bundesrepublik Deutschland (bis 1990),1
9175796,Hungary,1
9202226,Germany,1
9202340,Germany,1
9231070,Germany,1
9237816,Germany,1
9250982,Austria,1
9286584,Germany,1
9288560,Switzerland,1
9289158,South Africa,1
9295600,Germany,1
9306606,Germany,1
9346632,Germany,1
9418820,Austria,1
9522302,Germany,1
9739732,Hungary,1
9740770,Germany,1
9741300,East Germany,1
0003884,Denmark,2
0011217,Denmark,2
0013087,Germany,2
0014455,Denmark,2
0014839,Germany,2
0015253,Germany,2
0015339,United Kingdom,2
0015360,Poland,2
0015526,France,2
0016246,Germany,2
0016384,France,2
0016483,Germany,2
0016569,United States,2
0016850,Austria,2
0016886,Germany,2
0016930,Austria,2
0017137,Germany,2
0017516,Switzerland,2
0017578,Germany,2
0017661,Sweden,2
0017663,Germany,2
0017900,Germany,2
0017930,United Kingdom,2
0018677,Germany,2
0018688,Germany,2
0018739,France,2
0018848,Soviet Union,2
0018869,Germany,2
0018884,Hungary,2
0018973,Sweden,2
0019050,Switzerland,2
0019057,United Kingdom,2
0019198,Italy,2
0019219,Germany,2
0019249,Germany,2
0019308,United States,2
0019341,United Kingdom,2
0019354,Germany,2
0019361,United Kingdom,2
0019660,Czechoslovakia,2
0019952,United Kingdom,2
0020139,Germany,2
0020202,Germany,2
0020203,Germany,2
0020322,United Kingdom,2
0020345,Germany,2
0020350,United Kingdom,2
0020371,France,2
0020575,United Kingdom,2
0020637,France,2
0020751,Germany,2
0020769,Germany,2
0020789,United Kingdom,2
0020914,Germany,2
0020944,United Kingdom,2
0020948,France,2
0021128,United Kingdom,2
0021169,Germany,2
0021205,Germany,2
0021458,United Kingdom,2
0021484,Germany,2
0021497,Germany,2
0021517,Romania,2
0021529,Sweden,2
0021628,France,2
0021653,France,2
0021677,Austria,2
0021700,United Kingdom,2
0021832,Austria,2
0021848,France,2
0021903,Germany,2
0021914,France,2
0022017,France,2
0022186,Austria,2
0022235,United States,2
0022337,Germany,2
0022552,Austria,2
0022931,Germany,2
0023002,France,2
0023070,Hungary,2
0023156,United Kingdom,2
0023190,Hungary,2
0023259,France,2
0023448,France,2
0023449,Austria,2
0023563,France,2
0023623,Germany,2
0023840,Austria,2
0023862,Germany,2
0023933,Germany,2
0023956,France,2
0023996,France,2
0024249,Germany,2
0024274,Austria,2
0024417,Germany,2
0024513,Austria,2
0024514,United States,2
0024582,Austria,2
0024600,Austria,2
0024703,France,2
0024715,Hungary,2
0024723,Austria,2
0025241,Switzerland,2
0025258,Germany,2
0025353,United States,2
0025362,Germany,2
0025411,Hungary,2
0025478,Germany,2
0025512,Germany,2
0025550,Hungary,2
0025647,Hungary,2
0025661,Germany,2
0025943,United States,2
0025993,Germany,2
0026090,Hungary,2
0026278,Austria,2
0026317,Hungary,2
0026389,Austria,2
0026500,Germany,2
0026521,Germany,2
0026561,France,2
0026930,Ireland,2
0027078,United Kingdom,2
0027317,Poland,2
0027319,Italy,2
0027388,Germany,2
0027409,Germany,2
0027450,United Kingdom,2
0027557,Soviet Union,2
0027635,Germany,2
0027640,Germany,2
0027642,Germany,2
0027648,Austria,2
0027688,France,2
0027710,Germany,2
0028128,Germany,2
0028223,Germany,2
0028263,Sweden,2
0028515,Germany,2
0028542,Austria,2
0028632,Germany,2
0028811,Italy,2
0029085,Hungary,2
0029281,Germany,2
0029353,Netherlands,2
0029503,Austria,2
0029837,Switzerland,2
0029846,Italy,2
0030118,France,2
0030211,Germany,2
0030420,Germany,2
0030511,Germany,2
0030622,France,2
0031141,Germany,2
0031520,Czechoslovakia,2
0031763,Austria,2
0031926,Italy,2
0031949,Germany,2
0032740,United States,2
0032877,Austria,2
0033127,Germany,2
0033152,United States,2
0033182,Germany,2
0033511,United States,2
0033627,Canada,2
0033831,Austria,2
0037596,Poland,2
0037981,United States,2
0039130,Palestine,2
0039131,United States,2
0039176,Poland,2
0039600,Italy,2
0039918,Spain,2
0039946,France,2
0040075,United States,2
0040099,Germany,2
0040605,United Kingdom,2
0040612,United States,2
0040635,Switzerland,2
0040765,United States,2
0041160,Switzerland,2
0041260,United States,2
0041329,United States,2
0041749,United States,2
0041921,Italy,2
0041939,United States,2
0042189,France,2
0042194,Italy,2
0042227,Switzerland,2
0042255,Spain,2
0042256,United Kingdom,2
0042318,Italy,2
0042440,Austria,2
0042493,Switzerland,2
0042513,United States,2
0042788,United States,2
0042951,Italy,2
0043146,Austria,2
0043224,United States,2
0043264,United States,2
0043265,United States,2
0043281,Bundesrepublik Deutschland (bis 1990),2
0043347,France,2
0043459,Bundesrepublik Deutschland (bis 1990),2
0043582,Bundesrepublik Deutschland (bis 1990),2
0043771,United States,2
0043859,United States,2
0043897,Bundesrepublik Deutschland (bis 1990),2
0043901,United States,2
0044215,Liechtenstein,2
0044322,United States,2
0044517,United Kingdom,2
0044673,United States,2
0044760,United States,2
0044799,United Kingdom,2
0044803,Bundesrepublik Deutschland (bis 1990),2
0044857,Italy,2
0045338,United States,2
0045385,United Kingdom,2
0045428,United States,2
0045478,Italy,2
0045496,Italy,2
0045675,Spain,2
0045724,Bundesrepublik Deutschland (bis 1990),2
0045763,Switzerland,2
0046022,Italy,2
0046030,Italy,2
0046040,Bundesrepublik Deutschland (bis 1990),2
0046124,United States,2
0046268,Italy,2
0046362,Italy,2
0046372,United States,2
0046432,United States,2
0046480,United States,2
0046754,United States,2
0046759,United States,2
0046784,United States,2
0046829,United States,2
0046959,Austria,2
0046979,United Kingdom,2
0047004,Italy,2
0047044,Italy,2
0047080,France,2
0047174,Sweden,2
0047189,United States,2
0047216,Italy,2
0047217,Bundesrepublik Deutschland (bis 1990),2
0047336,Bundesrepublik Deutschland (bis 1990),2
0047529,United States,2
0047694,France,2
0047723,United States,2
0047834,United States,2
0047850,Bundesrepublik Deutschland (bis 1990),2
0047868,France,2
0048008,Italy,2
0048042,Bundesrepublik Deutschland (bis 1990),2
0048135,United States,2
0048162,Bundesrepublik Deutschland (bis 1990),2
0048308,Bundesrepublik Deutschland (bis 1990),2
0048399,Sweden,2
0048403,Bundesrepublik Deutschland (bis 1990),2
0048437,Bundesrepublik Deutschland (bis 1990),2
0048528,United States,2
0048645,Sweden,2
0048658,Bundesrepublik Deutschland (bis 1990),2
0048712,Spain,2
0048882,United States,2
0048937,United States,2
0049007,United Kingdom,2
0049177,Italy,2
0049239,Austria,2
0049296,France,2
0049438,Bundesrepublik Deutschland (bis 1990),2
0049439,Bundesrepublik Deutschland (bis 1990),2
0049499,Italy,2
0049501,Bundesrepublik Deutschland (bis 1990),2
0049521,Mexico,2
0049594,Italy,2
0049645,Yugoslavia,2
0049934,Italy,2
0049984,Spain,2
0050043,United Kingdom,2
0050046,United States,2
0050054,United States,2
0050058,Canada,2
0050115,Austria,2
0050123,Italy,2
0050126,United States,2
0050169,United States,2
0050232,Bundesrepublik Deutschland (bis 1990),2
0050397,United States,2
0050493,Bundesrepublik Deutschland (bis 1990),2
0050616,Switzerland,2
0050637,Italy,2
0050692,United States,2
0050706,Italy,2
0050781,Italy,2
0050854,Italy,2
0050928,United Kingdom,2
0050950,Italy,2
0050997,East Germany,2
0051105,United States,2
0051219,United States,2
0051237,Spain,2
0051382,Italy,2
0051401,France,2
0051429,United States,2
0051462,Argentina,2
0051477,Italy,2
0051556,Austria,2
0051588,Bundesrepublik Deutschland (bis 1990),2
0051715,United States,2
0051716,Austria,2
0051754,United States,2
0051817,Switzerland,2
0051891,France,2
0051905,Denmark,2
0051964,France,2
0052047,United States,2
0052136,Italy,2
0052144,Italy,2
0052280,France,2
0052295,France,2
0052427,United States,2
0052468,Brazil,2
0052690,Italy,2
0052778,France,2
0052795,Italy,2
0052817,Bundesrepublik Deutschland (bis 1990),2
0052829,Bundesrepublik Deutschland (bis 1990),2
0052860,Italy,2
0052924,France,2
0052984,Italy,2
0053059,France,2
0053228,Denmark,2
0053250,Poland,2
0053252,France,2
0053272,United States,2
0053318,United Kingdom,2
